Progress,Duration (in seconds),pid3,pid3_4_TEXT,Q303,first_1,first_2,first_3,first_4,first_5,first_6,pubs_1,pubs_2,pubs_3,pubs_4,pubs_5,pubs_6,dems_1,dems_2,dems_3,dems_4,dems_5,dems_6,mp_1,mp_2,mp_3,mp_4,mp_5,mp_6,therm_pubs_1,therm_dems_1,human_23,human_24,immigration_1,immigration_2,immigration_3,immigration_4,immigration_5,immigration_6,immigration_7,immigration_8,strongid,closestid,ideo7,sit_1,sit_2,sit_3,sit_4,Q301_1,Q301_2,Q301_3,Q301_4,Q301_5,Q302_1,Q302_2,Q302_3,Q302_4,Q302_5,Q306,Q308,Q310,Q310_10_TEXT,Q308.1,Q308_3_TEXT,Q309,Q309_6_TEXT,Q310.1,Q311,Q176,Q177,participant_id
100,1752,Republican,,5eeaff28cf5da71d691ef212,"unequal,unfair,dangerous,ignorant","racism,corruption,violence,injustice","capitalist,politics,constitution,military","land,eagle,president,work","diverse,innovative,powerful,strong","bravery,independence,justice,opportunity","unequal,broken,unfair,dangerous","greed,oppression,violence,injustice","capitalist,politics,state,people","land,president,life,work","wealthy,powerful,proud,strong","family,independence,justice,opportunity","unequal,angry,unfair,dangerous","greed,oppression,corruption,injustice","capitalist,politics,constitution,people","city,president,life,work","diverse,beautiful,innovative,proud","independence,justice,leader,opportunity","unequal,unfair,expensive,ignorant","racism,corruption,obesity,violence","capitalist,politics,constitution,military","eagle,president,life,work","wealthy,diverse,powerful,strong","bravery,independence,justice,opportunity",50.0,70.0,80.0,95.0,"Weakly
oppose","Moderately
oppose","Moderately
oppose","Strongly
oppose","Weakly
support","Moderately
support","Strongly
support","Weakly
oppose",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Slightly conservative,Not very important,Not very well,Somewhat,Rarely,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,California,,Atheists (do not believe God exists),,,,,,,,"I thought the survey was interesting overall, but I found that it got repetitive near the end.",The only advice I have is that it felt a little longer than 10 minutes and would have been nicer if it was shorter.,cPERMotR5w
100,621,Democrat,,5c9293accd8dd00001d0b129,"unequal,broken,angry,expensive","racism,corruption,obesity,drugs","capitalist,politics,constitution,people","eagle,city,president,work","wealthy,diverse,beautiful,innovative","family,independence,safety,opportunity","broken,angry,dangerous,expensive","corruption,violence,injustice,drugs","capitalist,politics,constitution,military","mountain,eagle,president,work","wealthy,innovative,powerful,strong","bravery,independence,leader,opportunity","unequal,angry,unfair,expensive","greed,racism,obesity,violence","capitalist,politics,state,people","land,eagle,life,work","diverse,beautiful,innovative,strong","family,openness,independence,opportunity","broken,angry,sad,expensive","greed,corruption,obesity,drugs","constitution,state,ocean,military","mountain,land,coast,eagle","wealthy,diverse,powerful,strong","bravery,family,safety,opportunity",44.0,81.0,73.0,86.0,"Weakly
support","Weakly
oppose","Moderately
support","Moderately
oppose","Strongly
support","Moderately
support","Moderately
support","Moderately
oppose",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Slightly liberal,Not very important,Not very well,Very little,Rarely,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,New Jersey,,Catholicism (including Roman Catholic),,,,,,,,it hjad reasonable and intereating questions,no,idoVYqGt7X
100,640,Democrat,,5ec5a17ab4fbc35eb97c6633,"broken,sad,expensive,ignorant","greed,corruption,injustice,drugs","politics,constitution,state,military","land,eagle,city,work","beautiful,happy,proud,strong","bravery,family,independence,opportunity","broken,angry,sad,expensive","greed,corruption,violence,drugs","politics,constitution,state,military","eagle,city,president,life","beautiful,powerful,proud,strong","bravery,family,safety,opportunity","unequal,broken,unfair,ignorant","greed,racism,oppression,injustice","capitalist,politics,constitution,military","land,eagle,president,life","beautiful,innovative,powerful,proud","bravery,family,safety,opportunity","broken,angry,sad,expensive","greed,obesity,violence,drugs","politics,constitution,state,military","eagle,president,life,work","beautiful,powerful,happy,proud","bravery,family,independence,opportunity",60.0,80.0,70.0,90.0,"Strongly
oppose","Moderately
support","Strongly
support","Strongly
support","Moderately
support","Strongly
support","Strongly
support","Strongly
oppose",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Liberal,Extremely important,Extremely well,A great deal,All of the time,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Kansas,,Other Christianity (including non-denominational),,,,,,,,"Very interesting, I enjoyed taking it and thinking about it ",No,aQcr2JEbj9
100,471,Republican,,5efa1bad6ae44a812f742d9b,"unequal,unfair,sad,expensive","greed,racism,corruption,obesity","politics,constitution,people,military","eagle,city,president,life","wealthy,innovative,powerful,strong","family,independence,safety,opportunity","broken,sad,expensive,ignorant","greed,oppression,corruption,injustice","politics,constitution,state,people","land,eagle,city,president","wealthy,powerful,proud,strong","bravery,openness,independence,safety","unequal,broken,unfair,ignorant","corruption,obesity,violence,injustice","politics,constitution,people,military","land,eagle,president,work","wealthy,diverse,happy,proud","family,openness,justice,safety","unequal,broken,unfair,ignorant","racism,corruption,obesity,injustice","capitalist,constitution,people,military","land,eagle,city,work","wealthy,powerful,proud,strong","bravery,family,independence,opportunity",75.0,80.0,70.0,72.0,"Moderately
oppose","Neither oppose
nor support","Moderately
support","Moderately
support","Neither oppose
nor support","Weakly
support","Strongly
support","Weakly
oppose",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Slightly conservative,Not very important,Not very well,Very little,Rarely,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Wisconsin,Milwaukee ,Christian Orthodox,,,,,,,,I thought it was unique ,,331A0FoRUv
100,923,Democrat,,58cefdb030c4cf0001ceb3ac,"unequal,unfair,sad,ignorant","greed,racism,oppression,corruption","politics,constitution,state,people","mountain,coast,eagle,president","diverse,innovative,proud,strong","openness,independence,justice,opportunity","broken,angry,expensive,ignorant","greed,obesity,violence,drugs","capitalist,politics,state,military","eagle,president,life,work","wealthy,powerful,proud,strong","bravery,family,independence,leader","unequal,broken,unfair,ignorant","racism,oppression,corruption,injustice","politics,constitution,state,people","mountain,eagle,president,life","diverse,innovative,proud,strong","openness,independence,justice,opportunity","unequal,unfair,expensive,ignorant","racism,oppression,corruption,violence","capitalist,politics,constitution,military","mountain,coast,eagle,president","wealthy,innovative,powerful,proud","bravery,independence,leader,opportunity",46.0,86.0,88.0,100.0,"Strongly
oppose","Strongly
support","Strongly
support","Strongly
support","Strongly
support","Strongly
support","Strongly
support","Weakly
support",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Liberal,Very important,Very well,A great deal,Rarely,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Wyoming,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,,,,,,,"It was interesting and made me think about my interactions with others, especially other Democrats. ","This study was well set up, followed Prolific's guidelines and was well paid. ",Z8qqx0kDti
100,788,Republican,,5eaca0deb38b611362ece75d,"unequal,angry,unfair,expensive","greed,corruption,violence,drugs","capitalist,politics,constitution,military","land,eagle,president,life","wealthy,beautiful,powerful,strong","openness,independence,leader,opportunity","unequal,broken,expensive,ignorant","greed,racism,corruption,violence","capitalist,western,constitution,military","land,eagle,life,work","wealthy,powerful,proud,strong","justice,safety,leader,opportunity","unequal,broken,unfair,ignorant","oppression,corruption,violence,injustice","capitalist,politics,constitution,people","city,president,life,work","diverse,innovative,proud,strong","family,justice,safety,opportunity","unequal,unfair,dangerous,expensive","greed,racism,obesity,injustice","capitalist,politics,constitution,state","eagle,president,life,work","wealthy,diverse,innovative,powerful","independence,safety,leader,opportunity",90.0,19.0,94.0,9.0,"Moderately
support","Moderately
oppose","Weakly
support","Neither oppose
nor support","Moderately
support","Moderately
oppose","Moderately
oppose","Weakly
support",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Slightly conservative,Very important,Very well,Somewhat,Some of the time,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Illinois,,Catholicism (including Roman Catholic),,,,,,,,it was good,,JTyyrR2Qef
100,65,Independent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tRGFOKORlu
100,1192,Democrat,,5d0bc7dec89042000173c1fb,"unequal,broken,angry,expensive","racism,corruption,obesity,drugs","politics,western,constitution,state","land,eagle,life,work","wealthy,diverse,powerful,strong","openness,justice,leader,opportunity","angry,dangerous,sad,expensive","greed,obesity,injustice,drugs","politics,western,constitution,military","land,coast,eagle,work","beautiful,powerful,happy,proud","bravery,independence,justice,leader","unequal,broken,expensive,ignorant","greed,racism,oppression,injustice","capitalist,politics,constitution,people","land,city,life,work","diverse,innovative,powerful,strong","openness,independence,safety,opportunity","broken,angry,dangerous,ignorant","greed,racism,obesity,drugs","politics,western,constitution,state","land,eagle,president,work","diverse,powerful,proud,strong","bravery,openness,justice,opportunity",10.0,20.0,0.0,75.0,"Moderately
support","Strongly
support","Strongly
support","Strongly
support","Neither oppose
nor support","Strongly
support","Strongly
support","Moderately
oppose",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Slightly liberal,Very important,Very well,Very little,Some of the time,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,South Kr ,Atheists (do not believe God exists),,,,,,,,It was not too difficult.,Add more words for the 4 word choice task.,3u1Llw7d0v
100,1704,Democrat,,5fd934f6b6ce931da4871575,"unequal,broken,unfair,ignorant","greed,racism,corruption,violence","politics,constitution,state,military","land,eagle,city,president","diverse,beautiful,innovative,strong","bravery,family,independence,opportunity","angry,unfair,dangerous,ignorant","obesity,violence,injustice,drugs","capitalist,state,people,military","city,president,life,work","wealthy,innovative,powerful,strong","family,independence,justice,opportunity","unequal,broken,unfair,ignorant","greed,racism,corruption,violence","politics,constitution,state,people","land,city,president,life","diverse,beautiful,innovative,proud","family,independence,leader,opportunity","unequal,broken,unfair,dangerous","greed,racism,obesity,violence","capitalist,constitution,state,military","land,city,life,work","wealthy,diverse,innovative,powerful","bravery,independence,leader,opportunity",10.0,100.0,45.0,90.0,"Neither oppose
nor support","Moderately
support","Moderately
support","Moderately
support","Neither oppose
nor support","Strongly
support","Strongly
support","Neither oppose
nor support",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Extremely liberal,Extremely important,Extremely well,A great deal,Some of the time,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Pennsylvania,,Atheists (do not believe God exists),,,,,,,,I t was pretty interesting.,"Just that early on you said ""There are of, course, no “correct” answers"". I do believe it should be ""There are, of course, no “correct” answers"".",FSouI56GhD
100,624,Democrat,,55cfefc334e9060012e573c0,"unequal,broken,unfair,ignorant","greed,racism,violence,injustice","capitalist,politics,western,constitution","land,eagle,president,life","wealthy,diverse,powerful,proud","bravery,independence,justice,opportunity","angry,dangerous,sad,expensive","corruption,obesity,violence,drugs","capitalist,western,constitution,military","land,eagle,president,work","wealthy,innovative,powerful,strong","bravery,independence,justice,opportunity","unequal,broken,unfair,ignorant","greed,racism,oppression,injustice","capitalist,politics,western,constitution","mountain,land,eagle,president","wealthy,diverse,powerful,proud","bravery,independence,justice,opportunity","unequal,broken,unfair,dangerous","greed,racism,violence,injustice","capitalist,western,constitution,people","land,eagle,president,life","wealthy,innovative,powerful,proud","independence,justice,safety,opportunity",11.0,71.0,29.0,82.0,"Strongly
oppose","Moderately
support","Moderately
support","Moderately
support","Weakly
support","Weakly
oppose","Strongly
support","Moderately
oppose",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Slightly liberal,Not very important,Not very well,Somewhat,Some of the time,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Georgia,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,,,,,,,it was fine,no,8oph65CpEW
100,734,Democrat,,5f9710e93c0e4a07c48e98d9,"unequal,unfair,dangerous,ignorant","racism,obesity,violence,injustice","capitalist,politics,constitution,people","city,president,life,work","diverse,innovative,powerful,strong","bravery,family,leader,opportunity","broken,angry,dangerous,ignorant","racism,corruption,obesity,injustice","capitalist,politics,constitution,state","city,president,life,work","wealthy,powerful,proud,strong","bravery,independence,justice,leader","unequal,unfair,dangerous,ignorant","racism,oppression,corruption,violence","capitalist,politics,constitution,military","city,president,life,work","diverse,powerful,proud,strong","family,independence,safety,opportunity","unequal,broken,unfair,ignorant","corruption,obesity,injustice,drugs","capitalist,politics,constitution,state","city,president,life,work","wealthy,diverse,powerful,proud","bravery,independence,leader,opportunity",10.0,100.0,60.0,100.0,"Weakly
oppose","Moderately
support","Moderately
support","Weakly
support","Strongly
support","Weakly
support","Strongly
support","Moderately
oppose",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Extremely liberal,Extremely important,Extremely well,A great deal,All of the time,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,New York,,Catholicism (including Roman Catholic),,,,,,,,It was good. No technical difficulty,None,V167MQM7rT
100,1504,Republican,,5bcfc8e43d5e8100017Ff5e31,"unequal,broken,unfair,ignorant","greed,racism,corruption,injustice","politics,constitution,people,military","land,eagle,president,life","diverse,beautiful,powerful,proud","bravery,family,independence,opportunity","unequal,broken,angry,ignorant","greed,racism,corruption,violence","politics,constitution,people,military","land,eagle,life,work","wealthy,powerful,proud,strong","family,independence,justice,opportunity","unequal,broken,unfair,ignorant","greed,racism,oppression,corruption","politics,constitution,people,military","land,eagle,president,work","diverse,powerful,proud,strong","family,independence,justice,safety","unequal,broken,unfair,expensive","greed,racism,corruption,injustice","politics,constitution,people,military","land,eagle,president,life","diverse,powerful,proud,strong","openness,independence,justice,opportunity",52.0,71.0,72.0,77.0,"Strongly
support","Neither oppose
nor support","Weakly
support","Moderately
support","Strongly
support","Strongly
support","Weakly
support","Neither oppose
nor support",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Moderate or middle of the road,Not at all,Not very well,Very little,Never,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Kansas,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,,,,,,,It was very hard to do because I'm just now after 60+ years of life beginning to care about politics. I have to look a lot of things up and come up with the things I want to believe in and care about. I say I'm Republican because I was born in Kansas but that doesn't mean I believe in what they believe in. ,No,HhCChkFYMl
100,1115,Republican,,5cbe7fdb82218d00172aa4f3,"broken,angry,unfair,ignorant","greed,oppression,corruption,injustice","politics,western,constitution,people","mountain,land,eagle,president","beautiful,innovative,proud,strong","bravery,family,independence,opportunity","unequal,broken,angry,sad","greed,oppression,corruption,injustice","capitalist,politics,constitution,military","land,eagle,president,life","innovative,powerful,proud,strong","bravery,family,independence,opportunity","unequal,unfair,dangerous,sad","greed,racism,violence,injustice","politics,state,ocean,military","land,city,president,work","wealthy,diverse,innovative,proud","family,justice,leader,opportunity","unequal,broken,unfair,sad","oppression,corruption,violence,injustice","politics,constitution,people,military","land,eagle,president,life","wealthy,beautiful,powerful,strong","bravery,family,independence,safety",70.0,1.0,100.0,0.0,"Strongly
support","Strongly
support","Neither oppose
nor support","Neither oppose
nor support","Strongly
oppose","Strongly
support","Strongly
support","Moderately
support",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Extremely conservative,Very important,Very well,Somewhat,Some of the time,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,California,,Other Christianity (including non-denominational),,,,,,,,It was ok,not at this time,Ls15AMd7ep
100,932,Republican,,5fb3ee1e63363a000b7038cb,"unequal,broken,angry,ignorant","greed,corruption,violence,injustice","capitalist,constitution,state,people","mountain,land,eagle,life","beautiful,powerful,proud,strong","independence,justice,leader,opportunity","unequal,broken,sad,ignorant","greed,corruption,violence,drugs","capitalist,politics,constitution,military","land,eagle,life,work","wealthy,powerful,proud,strong","family,independence,justice,opportunity","unequal,angry,unfair,ignorant","greed,racism,violence,injustice","politics,constitution,state,people","land,eagle,president,work","wealthy,diverse,innovative,powerful","family,openness,justice,opportunity","unequal,broken,dangerous,ignorant","greed,corruption,violence,injustice","capitalist,politics,constitution,people","land,eagle,life,work","beautiful,innovative,powerful,proud","family,independence,safety,opportunity",85.0,70.0,90.0,85.0,"Strongly
support","Moderately
oppose","Weakly
support","Moderately
support","Strongly
support","Moderately
support","Weakly
support","Strongly
support",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Conservative,Very important,Very well,A great deal,Some of the time,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Illinois,,Catholicism (including Roman Catholic),,,,,,,,"Interesting, although I felt forced to view America in a negative way.",I didn't like the questions where all the words were negative. I wouldn't have chosen any of the words if I wasn't required to.,cjbg0EtRh1
100,590,Democrat,,5db1abc3a1042700166818a6,"unequal,unfair,expensive,ignorant","racism,oppression,violence,injustice","capitalist,western,constitution,people","mountain,land,coast,eagle","wealthy,innovative,powerful,strong","family,openness,independence,safety","angry,unfair,dangerous,expensive","greed,obesity,violence,drugs","capitalist,western,state,military","land,president,life,work","wealthy,powerful,proud,strong","family,safety,leader,opportunity","unequal,unfair,expensive,ignorant","racism,oppression,corruption,injustice","capitalist,western,constitution,ocean","land,coast,life,work","wealthy,diverse,beautiful,happy","openness,independence,justice,opportunity","unequal,dangerous,sad,expensive","racism,oppression,obesity,violence","capitalist,western,people,military","land,coast,city,work","beautiful,innovative,powerful,happy","openness,independence,justice,leader",0.0,100.0,80.0,95.0,"Strongly
oppose","Strongly
support","Strongly
support","Strongly
support","Neither oppose
nor support","Strongly
support","Strongly
support","Strongly
oppose",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Extremely liberal,Extremely important,Extremely well,A great deal,All of the time,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Maryland,,Atheists (do not believe God exists),,,,,,,,,,tg7iSGsg1b
100,1048,Republican,,5f43da385f60b5071321700b,"broken,angry,sad,expensive","greed,corruption,obesity,drugs","capitalist,constitution,people,military","eagle,president,life,work","diverse,innovative,proud,strong","bravery,family,openness,leader","broken,angry,sad,expensive","greed,corruption,obesity,drugs","capitalist,politics,western,constitution","mountain,eagle,life,work","wealthy,diverse,innovative,proud","bravery,independence,leader,opportunity","unequal,angry,unfair,ignorant","racism,oppression,violence,injustice","politics,western,state,people","mountain,coast,city,life","wealthy,innovative,powerful,proud","justice,safety,leader,opportunity","unequal,broken,sad,expensive","greed,corruption,obesity,drugs","capitalist,politics,constitution,people","land,eagle,president,work","wealthy,diverse,powerful,strong","bravery,family,independence,opportunity",15.0,1.0,100.0,100.0,"Strongly
support","Neither oppose
nor support","Neither oppose
nor support","Neither oppose
nor support","Strongly
support","Moderately
oppose","Neither oppose
nor support","Moderately
support",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Conservative,Not at all,Not very well,Very little,Never,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Indiana,,Other Christianity (including non-denominational),,,,,,,,"I didn't care for the screens where there were no good choices for ""America""",No,XKxDojjQQm
100,1870,Republican,,5f6d0a4e7fcc5d167e65bf98,"unequal,unfair,sad,expensive","greed,racism,injustice,drugs","western,constitution,state,people","coast,eagle,life,work","innovative,powerful,proud,strong","bravery,openness,independence,justice","unequal,angry,sad,expensive","racism,oppression,violence,injustice","politics,western,constitution,state","land,eagle,president,life","innovative,powerful,proud,strong","bravery,justice,safety,leader","angry,unfair,expensive,ignorant","racism,oppression,corruption,obesity","capitalist,politics,western,constitution","coast,eagle,president,life","diverse,innovative,powerful,happy","justice,safety,leader,opportunity","unequal,unfair,expensive,ignorant","racism,corruption,violence,injustice","politics,western,constitution,military","mountain,coast,eagle,president","wealthy,diverse,beautiful,powerful","openness,independence,justice,opportunity",100.0,51.0,100.0,100.0,"Weakly
support","Strongly
support","Moderately
support","Strongly
support","Strongly
oppose","Strongly
support","Strongly
support","Strongly
oppose",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Slightly conservative,Not very important,Not very well,Very little,Rarely,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,California,,Catholicism (including Roman Catholic),,,,,,,,None,None,QVeWt4LGED
100,668,Republican,,5efe6daf6a2551378201893e,"broken,angry,dangerous,expensive","oppression,corruption,violence,drugs","capitalist,western,constitution,military","land,eagle,city,life","wealthy,diverse,powerful,strong","bravery,family,independence,justice","broken,angry,dangerous,expensive","greed,corruption,violence,drugs","capitalist,western,constitution,people","land,city,life,work","wealthy,innovative,powerful,strong","bravery,family,independence,opportunity","unequal,unfair,sad,ignorant","greed,racism,obesity,injustice","politics,state,people,ocean","land,coast,city,life","wealthy,diverse,innovative,powerful","family,openness,safety,opportunity","broken,angry,dangerous,expensive","greed,corruption,violence,drugs","capitalist,politics,constitution,military","eagle,city,president,life","diverse,powerful,proud,strong","bravery,independence,justice,opportunity",67.0,11.0,94.0,94.0,"Strongly
support","Strongly
oppose","Neither oppose
nor support","Strongly
oppose","Strongly
oppose","Strongly
oppose","Strongly
oppose","Strongly
support",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Slightly conservative,Not very important,Not very well,Very little,Rarely,Strongly agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,New Jersey,,Atheists (do not believe God exists),,,,,,,,I have no opinion,,lYhtj3lOsv
100,967,Republican,,5fd38c79a4249f09d99243a7,"broken,angry,sad,expensive","greed,obesity,violence,drugs","politics,constitution,people,military","mountain,land,eagle,president","diverse,beautiful,powerful,proud","family,openness,independence,opportunity","broken,angry,dangerous,ignorant","corruption,violence,injustice,drugs","politics,western,constitution,military","land,eagle,president,work","wealthy,powerful,proud,strong","bravery,justice,leader,opportunity","unequal,broken,unfair,expensive","greed,racism,oppression,corruption","politics,constitution,state,people","eagle,president,life,work","beautiful,powerful,proud,strong","bravery,family,independence,opportunity","unequal,broken,unfair,ignorant","racism,oppression,corruption,injustice","politics,constitution,people,military","mountain,land,eagle,president","wealthy,diverse,beautiful,strong","bravery,family,independence,opportunity",81.0,21.0,100.0,100.0,"Strongly
support","Neither oppose
nor support","Moderately
oppose","Moderately
oppose","Strongly
support","Weakly
support","Moderately
support","Strongly
support",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Slightly conservative,Very important,Very well,Somewhat,All of the time,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Arizona,,Christian Orthodox,,,,,,,,I did notice that Democrats and Republicans do see America in similar ways from time to time.,I would have liked more selections to choose from.  ,j4CGPHm4Hl
100,531,Democrat,,5ff6332966382e1bf16ed6b6,"unequal,broken,angry,ignorant","greed,racism,corruption,obesity","capitalist,politics,constitution,military","mountain,land,eagle,president","wealthy,diverse,powerful,proud","independence,justice,leader,opportunity","unequal,unfair,dangerous,expensive","corruption,obesity,injustice,drugs","western,constitution,state,military","mountain,eagle,president,work","beautiful,powerful,proud,strong","bravery,family,safety,opportunity","unequal,broken,unfair,ignorant","greed,racism,corruption,injustice","capitalist,politics,constitution,military","mountain,land,city,president","wealthy,diverse,powerful,proud","openness,independence,justice,leader","unequal,broken,expensive,ignorant","greed,racism,oppression,obesity","politics,constitution,state,military","mountain,land,eagle,president","wealthy,beautiful,powerful,proud","bravery,independence,justice,opportunity",5.0,91.0,69.0,100.0,"Strongly
oppose","Strongly
support","Strongly
support","Strongly
support","Neither oppose
nor support","Strongly
support","Strongly
support","Strongly
oppose",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Extremely liberal,Very important,Very well,A great deal,Some of the time,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat disagree,New York,,Other Christianity (including non-denominational),,,,,,,,good,No,jzskWLSbvo
100,728,Republican,,5f8f0ae15fe9e60fbbbaead9,"unequal,unfair,dangerous,ignorant","racism,oppression,violence,drugs","capitalist,constitution,state,military","city,president,life,work","wealthy,diverse,innovative,powerful","independence,safety,leader,opportunity","unequal,dangerous,expensive,ignorant","greed,racism,corruption,violence","capitalist,politics,western,ocean","mountain,land,president,life","wealthy,diverse,beautiful,powerful","bravery,independence,leader,opportunity","unequal,unfair,dangerous,expensive","racism,corruption,violence,injustice","capitalist,constitution,state,people","land,city,life,work","wealthy,diverse,innovative,proud","bravery,justice,safety,leader","unequal,angry,unfair,sad","racism,corruption,injustice,drugs","politics,state,people,ocean","coast,eagle,city,life","wealthy,innovative,powerful,proud","bravery,openness,independence,opportunity",84.0,16.0,91.0,36.0,"Strongly
support","Weakly
support","Weakly
support","Moderately
support","Moderately
support","Moderately
oppose","Neither oppose
nor support","Weakly
oppose",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Liberal,Very important,Very well,A great deal,Some of the time,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,New York,,Other Christianity (including non-denominational),,,,,,,,A study about attitude and behavior,,tqYR1ixlLh
100,860,Republican,,5bc5552a23ecbb00012d6cb5,"broken,angry,unfair,sad","greed,corruption,obesity,drugs","western,constitution,state,people","land,eagle,city,president","diverse,beautiful,powerful,proud","bravery,independence,leader,opportunity","unequal,broken,angry,unfair","greed,corruption,obesity,injustice","constitution,state,people,military","eagle,president,life,work","beautiful,powerful,proud,strong","bravery,independence,justice,opportunity","unequal,broken,unfair,ignorant","racism,oppression,corruption,drugs","capitalist,politics,people,military","land,eagle,life,work","wealthy,diverse,powerful,happy","family,justice,leader,opportunity","unequal,unfair,dangerous,ignorant","racism,violence,injustice,drugs","politics,constitution,people,military","mountain,eagle,city,president","diverse,beautiful,powerful,proud","bravery,family,independence,opportunity",90.0,20.0,100.0,100.0,"Strongly
support","Strongly
oppose","Weakly
support","Moderately
oppose","Strongly
support","Moderately
support","Moderately
support","Strongly
support",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Moderate or middle of the road,Very important,Very well,Somewhat,Rarely,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,New York,,Other Christianity (including non-denominational),,,,,,,,It was interesting and you had to think out your responses,Nothong I can think of ,todJPKbaXD
