pid3,Q5,Q7,pre_therm_pubs,pre_therm_dems,pre_med_A_1,pre_med_A_2,pre_med_A_3,pre_med_B_1,pre_med_B_2,pre_med_B_3,pre_dehum_pubs,pre_dehum_dems,first_1,first_2,first_3,first_4,first_5,first_6,post_dehum_pubs,post_dehum_dems,post_therm_pubs,post_therm_dems,post_mediators_A_1,post_mediators_A_2,post_mediators_B_1,post_mediators_B_2,Q64,id_1,id_2,id_3,pubs_1,pubs_2,pubs_3,pubs_4,pubs_5,pubs_6,mp_1,mp_2,mp_3,mp_4,mp_5,mp_6,dems_1,dems_2,dems_3,dems_4,dems_5,dems_6,consent,outgroup,cond
Republican,R,5,57,14,Somewhat agree,Strongly disagree,Somewhat agree,,,,73,35,"broken,unfair,sad,ignorant","greed,corruption,obesity,injustice","politics,state,people,military","mountain,land,eagle,president","beautiful,innovative,powerful,proud","bravery,independence,leader,opportunity",71,40,72,14,Somewhat agree,Strongly disagree,,,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,A great deal,Rarely,"broken,angry,dangerous,sad","greed,corruption,violence,injustice","western,constitution,state,military","mountain,land,eagle,life","beautiful,innovative,proud,strong","bravery,family,independence,justice","broken,sad,expensive,ignorant","corruption,obesity,violence,injustice","constitution,state,people,military","mountain,land,eagle,president","wealthy,beautiful,proud,strong","bravery,independence,justice,opportunity","unequal,angry,unfair,ignorant","racism,oppression,violence,injustice","capitalist,politics,people,ocean","coast,city,president,life","diverse,powerful,happy,strong","openness,justice,safety,opportunity","Yes, you may use my data",Democrat,highOGOCD
Republican,R,5,34,16,Somewhat agree,Strongly disagree,Somewhat agree,,,,57,51,"broken,angry,dangerous,sad","greed,corruption,obesity,drugs","politics,constitution,people,military","mountain,land,eagle,life","diverse,powerful,proud,strong","bravery,family,independence,opportunity",45,42,43,39,Somewhat agree,Somewhat disagree,,,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Not very well,Very little,Rarely,"broken,angry,sad,expensive","greed,oppression,violence,drugs","capitalist,constitution,people,military","land,president,life,work","beautiful,powerful,proud,strong","bravery,family,leader,opportunity","unequal,angry,unfair,sad","racism,corruption,violence,injustice","capitalist,politics,people,military","city,president,life,work","wealthy,powerful,proud,strong","independence,justice,leader,opportunity","unequal,broken,angry,unfair","greed,racism,oppression,violence","capitalist,politics,state,military","city,president,life,work","wealthy,innovative,powerful,proud","openness,independence,safety,opportunity","Yes, you may use my data",Democrat,highOGOCD
Republican,R,5,100,11,Somewhat agree,Somewhat disagree,Strongly agree,,,,100,100,"unequal,broken,dangerous,expensive","corruption,obesity,violence,drugs","capitalist,state,people,military","land,eagle,president,life","wealthy,diverse,powerful,proud","family,independence,safety,opportunity",100,100,100,11,Somewhat agree,Somewhat disagree,,,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,A great deal,All of the time,"broken,unfair,dangerous,expensive","corruption,obesity,violence,drugs","capitalist,constitution,people,military","eagle,president,life,work","wealthy,diverse,beautiful,proud","bravery,family,independence,justice","unequal,broken,dangerous,expensive","corruption,obesity,violence,drugs","capitalist,politics,state,military","eagle,city,president,work","wealthy,diverse,beautiful,powerful","bravery,family,safety,opportunity","unequal,angry,dangerous,expensive","greed,oppression,corruption,drugs","capitalist,politics,western,state","eagle,city,life,work","diverse,powerful,proud,strong","openness,independence,safety,opportunity","Yes, you may use my data",Democrat,lowOGOCD
Republican,R,5,85,27,Somewhat agree,Strongly disagree,Strongly agree,,,,100,100,"broken,dangerous,sad,expensive","greed,corruption,violence,injustice","capitalist,western,constitution,military","eagle,president,life,work","diverse,beautiful,powerful,happy","family,independence,leader,opportunity",100,100,88,24,Somewhat agree,Strongly disagree,,,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,Some of the time,"broken,dangerous,sad,expensive","corruption,violence,injustice,drugs","capitalist,politics,constitution,military","coast,city,president,work","wealthy,beautiful,innovative,proud","independence,justice,leader,opportunity","unequal,dangerous,expensive,ignorant","oppression,obesity,violence,injustice","capitalist,politics,western,constitution","eagle,city,president,work","wealthy,diverse,beautiful,powerful","family,independence,leader,opportunity","unequal,broken,unfair,ignorant","racism,corruption,violence,injustice","capitalist,politics,state,military","city,president,life,work","diverse,innovative,proud,strong","bravery,family,openness,opportunity","Yes, you may use my data",Democrat,highOGOCD
Republican,R,5,90,80,Somewhat disagree,Somewhat agree,Somewhat disagree,,,,100,96,"unequal,unfair,expensive,ignorant","greed,racism,oppression,obesity","capitalist,politics,constitution,people","city,president,life,work","wealthy,diverse,powerful,strong","bravery,independence,safety,leader",99,93,100,90,Somewhat disagree,Somewhat agree,,,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Extremely well,Somewhat,Some of the time,"unequal,unfair,expensive,ignorant","racism,oppression,obesity,injustice","capitalist,politics,state,people","city,president,life,work","wealthy,diverse,innovative,strong","independence,justice,leader,opportunity","unequal,dangerous,expensive,ignorant","greed,racism,violence,injustice","capitalist,politics,constitution,people","coast,city,life,work","wealthy,diverse,innovative,strong","family,independence,justice,safety","unequal,unfair,dangerous,expensive","racism,obesity,violence,injustice","capitalist,politics,constitution,people","city,president,life,work","wealthy,diverse,innovative,strong","openness,independence,leader,opportunity","Yes, you may use my data",Democrat,lowICD
Republican,R,5,25,25,Somewhat agree,Somewhat disagree,Neither agree nor disagree,,,,70,66,"unequal,unfair,dangerous,expensive","greed,obesity,violence,drugs","capitalist,western,constitution,people","eagle,city,life,work","diverse,innovative,powerful,happy","bravery,family,independence,opportunity",60,66,84,79,Somewhat agree,Neither agree nor disagree,,,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,Rarely,"angry,dangerous,expensive,ignorant","greed,corruption,violence,drugs","capitalist,western,constitution,people","land,eagle,president,life","wealthy,beautiful,proud,strong","bravery,independence,safety,opportunity","unequal,dangerous,expensive,ignorant","greed,racism,injustice,drugs","politics,western,constitution,people","land,eagle,life,work","wealthy,innovative,powerful,strong","bravery,family,independence,opportunity","unequal,unfair,dangerous,ignorant","greed,racism,corruption,violence","politics,state,people,ocean","land,city,president,life","diverse,beautiful,innovative,happy","openness,independence,justice,opportunity","Yes, you may use my data",Democrat,highOGOCD
Independent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Independent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Republican,R,5,97,17,Strongly agree,Strongly agree,Strongly agree,,,,95,14,"unequal,dangerous,expensive,ignorant","greed,racism,corruption,injustice","capitalist,politics,constitution,military","city,president,life,work","wealthy,powerful,proud,strong","family,independence,safety,opportunity",92,9,86,16,Strongly agree,Strongly agree,,,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Extremely well,A great deal,All of the time,"unequal,broken,expensive,ignorant","oppression,obesity,violence,injustice","politics,western,constitution,state","land,city,life,work","wealthy,beautiful,powerful,proud","openness,independence,safety,opportunity","unequal,angry,expensive,ignorant","racism,oppression,obesity,violence","politics,western,constitution,ocean","land,city,president,life","beautiful,innovative,happy,strong","independence,justice,safety,opportunity","broken,unfair,sad,ignorant","racism,oppression,obesity,violence","capitalist,politics,western,military","mountain,coast,president,work","diverse,innovative,happy,proud","bravery,openness,independence,justice","Yes, you may use my data",Democrat,highICD
Republican,R,5,71,20,Somewhat agree,Somewhat disagree,Somewhat agree,,,,72,20,"unequal,unfair,dangerous,expensive","racism,obesity,violence,injustice","constitution,state,people,military","land,eagle,city,president","beautiful,happy,proud,strong","bravery,family,independence,opportunity",68,7,73,19,Somewhat agree,Somewhat disagree,,,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Not very well,Somewhat,Rarely,"broken,unfair,dangerous,expensive","greed,racism,violence,drugs","capitalist,constitution,state,military","land,eagle,president,work","wealthy,diverse,powerful,happy","bravery,independence,safety,opportunity","unequal,broken,expensive,ignorant","racism,violence,injustice,drugs","politics,constitution,people,military","mountain,eagle,city,president","diverse,powerful,happy,proud","bravery,family,independence,justice","unequal,dangerous,expensive,ignorant","greed,obesity,injustice,drugs","capitalist,politics,constitution,state","land,eagle,president,work","diverse,beautiful,powerful,proud","bravery,independence,leader,opportunity","Yes, you may use my data",Democrat,lowICD
Republican,R,5,52,34,Somewhat disagree,Somewhat disagree,Somewhat agree,,,,100,100,"unequal,broken,unfair,expensive","greed,obesity,injustice,drugs","capitalist,politics,constitution,military","eagle,president,life,work","diverse,beautiful,powerful,strong","bravery,openness,independence,opportunity",88,88,52,43,Somewhat agree,Somewhat disagree,,,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Not very well,Very little,Rarely,"broken,unfair,dangerous,expensive","oppression,corruption,injustice,drugs","capitalist,politics,constitution,military","land,eagle,president,work","wealthy,beautiful,proud,strong","family,independence,justice,opportunity","unequal,broken,angry,expensive","racism,oppression,violence,injustice","capitalist,politics,constitution,people","eagle,president,life,work","diverse,beautiful,powerful,proud","bravery,openness,justice,opportunity","broken,angry,unfair,ignorant","racism,oppression,violence,injustice","politics,constitution,state,people","city,president,life,work","diverse,beautiful,powerful,proud","openness,justice,safety,opportunity","Yes, you may use my data",Democrat,highICD
Republican,R,5,100,100,Strongly disagree,Strongly agree,Neither agree nor disagree,,,,100,100,"unequal,angry,unfair,expensive","greed,corruption,obesity,drugs","capitalist,western,constitution,people","mountain,land,coast,life","wealthy,diverse,innovative,proud","openness,independence,justice,opportunity",100,100,100,100,Somewhat disagree,Strongly agree,,,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,Some of the time,"unequal,unfair,expensive,ignorant","greed,racism,obesity,drugs","capitalist,constitution,people,military","land,eagle,life,work","wealthy,diverse,innovative,proud","family,openness,independence,opportunity","unequal,unfair,sad,expensive","greed,racism,obesity,drugs","capitalist,politics,constitution,people","land,city,life,work","beautiful,innovative,proud,strong","family,openness,independence,opportunity","unequal,broken,unfair,expensive","racism,obesity,injustice,drugs","capitalist,politics,constitution,people","land,city,life,work","wealthy,diverse,innovative,strong","family,openness,independence,opportunity","Yes, you may use my data",Democrat,lowOGOCD
Republican,R,5,90,10,Strongly agree,Strongly disagree,Strongly agree,,,,100,50,"broken,unfair,sad,expensive","greed,obesity,violence,drugs","politics,western,constitution,people","land,president,life,work","diverse,innovative,powerful,proud","bravery,family,leader,opportunity",100,50,90,10,Strongly agree,Strongly disagree,,,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Extremely well,A great deal,All of the time,"broken,angry,sad,expensive","greed,corruption,obesity,drugs","capitalist,western,constitution,people","land,president,life,work","wealthy,diverse,happy,strong","family,independence,leader,opportunity","broken,dangerous,sad,expensive","greed,obesity,violence,drugs","capitalist,politics,western,people","land,president,life,work","wealthy,diverse,innovative,strong","bravery,family,leader,opportunity","unequal,unfair,dangerous,ignorant","racism,oppression,corruption,injustice","capitalist,politics,western,constitution","land,president,life,work","wealthy,innovative,proud,strong","bravery,openness,independence,opportunity","Yes, you may use my data",Democrat,lowOGOCD
Republican,R,5,96,1,Somewhat agree,Strongly disagree,Somewhat agree,,,,98,70,"unequal,unfair,expensive,ignorant","greed,corruption,obesity,drugs","politics,constitution,people,military","land,president,life,work","beautiful,innovative,powerful,proud","family,independence,leader,opportunity",99,70,98,1,Somewhat agree,Somewhat disagree,,,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,A great deal,Some of the time,"broken,angry,unfair,ignorant","greed,oppression,violence,injustice","politics,constitution,people,military","land,president,life,work","diverse,beautiful,proud,strong","bravery,openness,safety,opportunity","broken,unfair,sad,expensive","greed,obesity,violence,drugs","politics,western,constitution,people","land,president,life,work","beautiful,innovative,powerful,proud","openness,independence,justice,safety","unequal,broken,unfair,ignorant","racism,oppression,corruption,injustice","capitalist,politics,constitution,people","land,city,president,life","wealthy,innovative,powerful,proud","bravery,independence,justice,opportunity","Yes, you may use my data",Democrat,lowOGOCD
Republican,R,5,47,54,Neither agree nor disagree,Somewhat disagree,Strongly agree,,,,85,75,"unequal,broken,angry,unfair","racism,corruption,obesity,injustice","politics,constitution,people,military","eagle,city,president,work","wealthy,diverse,powerful,proud","family,independence,justice,opportunity",83,74,38,51,Somewhat disagree,Neither agree nor disagree,,,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,All of the time,"unequal,broken,unfair,expensive","greed,oppression,corruption,violence","politics,constitution,people,military","eagle,city,president,work","wealthy,beautiful,powerful,proud","independence,justice,leader,opportunity","unequal,unfair,dangerous,ignorant","greed,racism,corruption,injustice","capitalist,constitution,state,people","coast,city,life,work","wealthy,diverse,beautiful,proud","family,openness,independence,opportunity","unequal,unfair,dangerous,ignorant","greed,racism,violence,injustice","capitalist,politics,state,people","eagle,city,president,work","wealthy,beautiful,powerful,strong","bravery,justice,safety,leader","Yes, you may use my data",Democrat,highICD
Republican,R,5,98,31,Somewhat agree,Somewhat disagree,Strongly agree,,,,71,100,"unequal,broken,sad,expensive","racism,corruption,obesity,violence","politics,western,constitution,people","land,president,life,work","wealthy,beautiful,powerful,strong","bravery,justice,leader,opportunity",90,100,99,62,Somewhat agree,Strongly disagree,,,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,Never,"broken,angry,unfair,ignorant","racism,corruption,violence,drugs","capitalist,western,constitution,people","land,president,life,work","wealthy,diverse,powerful,proud","independence,justice,leader,opportunity","unequal,broken,unfair,dangerous","racism,violence,injustice,drugs","politics,constitution,state,people","land,president,life,work","wealthy,diverse,powerful,strong","bravery,independence,justice,opportunity","unequal,broken,unfair,ignorant","racism,oppression,corruption,injustice","capitalist,politics,constitution,people","land,president,life,work","diverse,innovative,proud,strong","family,independence,leader,opportunity","Yes, you may use my data",Democrat,highICD
Republican,R,5,25,3,Strongly agree,Strongly disagree,Strongly agree,,,,100,100,"broken,angry,dangerous,ignorant","corruption,obesity,violence,drugs","capitalist,politics,western,constitution","land,eagle,life,work","wealthy,diverse,beautiful,innovative","bravery,family,independence,opportunity",100,100,30,3,Strongly agree,Strongly disagree,,,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,Rarely,"broken,dangerous,expensive,ignorant","corruption,obesity,violence,drugs","capitalist,politics,constitution,military","eagle,president,life,work","wealthy,powerful,proud,strong","bravery,family,independence,opportunity","unequal,broken,unfair,dangerous","corruption,obesity,violence,injustice","politics,state,people,military","land,eagle,city,president","wealthy,powerful,proud,strong","independence,justice,leader,opportunity","unequal,angry,unfair,dangerous","greed,racism,oppression,injustice","capitalist,politics,state,military","coast,city,president,life","diverse,powerful,proud,strong","openness,justice,safety,leader","Yes, you may use my data",Democrat,highOGOCD
Republican,R,5,97,32,Somewhat agree,Somewhat disagree,Somewhat agree,,,,80,80,"unequal,broken,unfair,expensive","greed,oppression,corruption,injustice","politics,constitution,people,military","land,eagle,president,work","wealthy,diverse,beautiful,innovative","family,justice,leader,opportunity",81,81,84,75,Somewhat disagree,Somewhat agree,,,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Extremely well,A great deal,All of the time,"unequal,angry,unfair,sad","greed,oppression,corruption,injustice","capitalist,politics,western,military","mountain,eagle,president,life","diverse,beautiful,powerful,proud","family,independence,leader,opportunity","unequal,broken,unfair,expensive","greed,oppression,corruption,injustice","politics,western,people,military","eagle,president,life,work","wealthy,powerful,proud,strong","independence,justice,leader,opportunity","unequal,broken,unfair,sad","greed,oppression,corruption,injustice","politics,western,state,people","land,president,life,work","wealthy,innovative,happy,proud","family,openness,justice,opportunity","Yes, you may use my data",Democrat,lowOGOCD
Republican,R,5,100,0,Strongly agree,Strongly disagree,Strongly agree,,,,100,0,"angry,dangerous,expensive,ignorant","greed,corruption,obesity,drugs","politics,western,constitution,military","coast,eagle,city,work","wealthy,innovative,powerful,strong","bravery,independence,leader,opportunity",100,0,100,0,Strongly agree,Strongly disagree,,,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Extremely well,A great deal,All of the time,"angry,dangerous,expensive,ignorant","greed,corruption,obesity,drugs","capitalist,politics,western,military","land,eagle,life,work","beautiful,innovative,powerful,strong","bravery,family,justice,opportunity","unequal,unfair,dangerous,expensive","greed,racism,obesity,violence","capitalist,politics,western,military","eagle,city,president,work","wealthy,diverse,powerful,strong","bravery,independence,leader,opportunity","unequal,broken,unfair,ignorant","racism,oppression,corruption,injustice","capitalist,politics,constitution,military","city,president,life,work","wealthy,diverse,innovative,strong","openness,independence,leader,opportunity","Yes, you may use my data",Democrat,highICD
Republican,R,5,81,3,Strongly agree,Strongly disagree,Strongly agree,,,,93,93,"broken,angry,dangerous,ignorant","greed,corruption,obesity,injustice","capitalist,constitution,people,military","mountain,land,eagle,life","wealthy,innovative,powerful,strong","family,openness,independence,opportunity",91,90,81,5,Strongly agree,Strongly disagree,,,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,A great deal,Rarely,"broken,angry,sad,expensive","greed,corruption,obesity,drugs","capitalist,constitution,people,military","eagle,president,life,work","diverse,innovative,powerful,strong","independence,safety,leader,opportunity","unequal,broken,unfair,dangerous","racism,oppression,corruption,injustice","capitalist,constitution,state,people","land,eagle,life,work","wealthy,beautiful,innovative,powerful","bravery,family,independence,opportunity","unequal,broken,unfair,ignorant","racism,oppression,violence,injustice","politics,state,people,military","land,city,president,work","wealthy,diverse,innovative,strong","bravery,family,openness,safety","Yes, you may use my data",Democrat,lowICD
Republican,R,5,99,6,Somewhat agree,Somewhat disagree,Strongly agree,,,,98,13,"unequal,broken,angry,unfair","racism,obesity,injustice,drugs","politics,western,constitution,state","land,eagle,life,work","beautiful,innovative,powerful,strong","family,independence,justice,safety",100,12,99,1,Somewhat agree,Strongly disagree,,,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Extremely well,A great deal,All of the time,"broken,angry,unfair,sad","greed,racism,obesity,drugs","politics,western,constitution,people","land,city,life,work","beautiful,innovative,powerful,strong","independence,justice,safety,opportunity","unequal,unfair,sad,expensive","oppression,corruption,obesity,drugs","capitalist,western,constitution,military","mountain,land,eagle,president","diverse,beautiful,innovative,happy","family,openness,justice,opportunity","broken,unfair,sad,ignorant","racism,oppression,violence,drugs","capitalist,constitution,state,military","eagle,city,life,work","wealthy,diverse,beautiful,powerful","independence,justice,safety,opportunity","Yes, you may use my data",Democrat,lowICD
Republican,R,5,75,75,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,,,,100,100,"unequal,broken,sad,expensive","racism,obesity,violence,injustice","capitalist,politics,western,people","eagle,president,life,work","wealthy,diverse,innovative,powerful","bravery,openness,leader,opportunity",100,100,75,75,Neither agree nor disagree,Neither agree nor disagree,,,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,Some of the time,"unequal,angry,dangerous,ignorant","racism,obesity,violence,injustice","capitalist,politics,constitution,people","city,president,life,work","wealthy,powerful,proud,strong","bravery,justice,leader,opportunity","unequal,dangerous,expensive,ignorant","racism,obesity,violence,injustice","capitalist,politics,western,military","eagle,president,life,work","diverse,innovative,powerful,strong","independence,justice,leader,opportunity","unequal,broken,unfair,expensive","greed,obesity,violence,injustice","politics,western,constitution,state","eagle,city,president,life","innovative,powerful,proud,strong","bravery,independence,leader,opportunity","Yes, you may use my data",Democrat,highICD
Republican,R,5,85,65,Neither agree nor disagree,Somewhat disagree,Somewhat agree,,,,100,100,"unequal,unfair,dangerous,sad","racism,obesity,injustice,drugs","capitalist,constitution,people,military","mountain,coast,eagle,life","diverse,beautiful,innovative,strong","bravery,independence,justice,opportunity",100,100,85,65,Neither agree nor disagree,Somewhat disagree,,,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,Rarely,"unequal,broken,unfair,dangerous","corruption,obesity,violence,drugs","capitalist,constitution,people,military","land,eagle,president,work","innovative,powerful,proud,strong","family,independence,justice,opportunity","unequal,broken,unfair,expensive","greed,racism,corruption,obesity","capitalist,constitution,state,people","mountain,coast,eagle,life","diverse,beautiful,powerful,proud","bravery,independence,justice,opportunity","unequal,unfair,dangerous,expensive","racism,oppression,violence,injustice","capitalist,constitution,people,military","land,eagle,life,work","wealthy,diverse,beautiful,powerful","openness,independence,safety,opportunity","Yes, you may use my data",Democrat,highOGOCD
Republican,R,5,70,75,Somewhat disagree,Neither agree nor disagree,Somewhat agree,,,,100,100,"broken,angry,sad,ignorant","greed,corruption,obesity,drugs","capitalist,politics,constitution,people","land,eagle,president,work","wealthy,diverse,beautiful,proud","openness,independence,safety,opportunity",100,100,70,70,Somewhat agree,Somewhat disagree,,,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Not at all,Very little,Never,"broken,angry,dangerous,expensive","greed,oppression,corruption,violence","constitution,state,people,military","mountain,land,eagle,life","wealthy,powerful,proud,strong","family,independence,justice,safety","unequal,broken,expensive,ignorant","greed,racism,corruption,obesity","capitalist,western,constitution,military","land,eagle,city,president","wealthy,powerful,proud,strong","independence,justice,leader,opportunity","unequal,broken,unfair,ignorant","greed,racism,corruption,injustice","capitalist,politics,people,military","city,president,life,work","wealthy,diverse,powerful,proud","bravery,family,openness,opportunity","Yes, you may use my data",Democrat,highOGOCD
Republican,R,5,70,55,Somewhat disagree,Somewhat agree,Strongly agree,,,,70,55,"unequal,dangerous,expensive,ignorant","greed,racism,obesity,drugs","capitalist,politics,state,military","land,coast,city,life","innovative,powerful,proud,strong","family,independence,justice,opportunity",70,55,70,55,Somewhat disagree,Somewhat agree,,,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Not very well,Somewhat,Some of the time,"broken,unfair,dangerous,expensive","corruption,violence,injustice,drugs","capitalist,politics,constitution,military","land,city,life,work","wealthy,powerful,proud,strong","bravery,independence,leader,opportunity","unequal,broken,dangerous,expensive","racism,obesity,violence,drugs","capitalist,state,people,ocean","land,city,life,work","diverse,beautiful,innovative,proud","family,independence,justice,opportunity","unequal,broken,dangerous,expensive","racism,oppression,violence,injustice","constitution,people,ocean,military","mountain,coast,life,work","diverse,beautiful,innovative,happy","family,openness,independence,opportunity","Yes, you may use my data",Democrat,lowICD
Republican,R,5,80,10,Strongly agree,Strongly disagree,Strongly agree,,,,80,20,"broken,angry,dangerous,ignorant","greed,corruption,obesity,drugs","capitalist,western,constitution,state","land,eagle,life,work","wealthy,beautiful,innovative,proud","family,independence,leader,opportunity",80,20,79,10,Strongly agree,Strongly disagree,,,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,Never,"broken,angry,sad,expensive","corruption,obesity,violence,drugs","capitalist,western,constitution,military","land,eagle,life,work","wealthy,powerful,proud,strong","bravery,independence,leader,opportunity","broken,angry,expensive,ignorant","greed,corruption,obesity,drugs","capitalist,constitution,people,military","land,eagle,life,work","wealthy,beautiful,powerful,proud","bravery,openness,independence,opportunity","unequal,broken,angry,unfair","greed,racism,oppression,injustice","capitalist,politics,state,military","city,president,life,work","wealthy,beautiful,powerful,strong","bravery,family,openness,independence","Yes, you may use my data",Democrat,lowICD
Republican,R,5,70,10,Somewhat agree,Strongly disagree,Strongly agree,,,,82,47,"unequal,unfair,dangerous,expensive","corruption,obesity,violence,drugs","capitalist,constitution,people,military","mountain,land,eagle,life","beautiful,innovative,proud,strong","bravery,independence,leader,opportunity",77,41,71,11,Somewhat agree,Strongly disagree,,,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,Rarely,"unequal,unfair,dangerous,expensive","greed,corruption,obesity,drugs","capitalist,constitution,people,military","mountain,land,eagle,life","beautiful,innovative,proud,strong","independence,justice,leader,opportunity","unequal,unfair,dangerous,expensive","corruption,obesity,injustice,drugs","capitalist,western,constitution,people","mountain,eagle,president,life","beautiful,innovative,powerful,proud","independence,justice,leader,opportunity","unequal,broken,unfair,dangerous","greed,racism,oppression,injustice","western,state,people,military","city,president,life,work","wealthy,diverse,beautiful,powerful","bravery,openness,independence,opportunity","Yes, you may use my data",Democrat,lowOGOCD
Republican,R,5,70,42,Neither agree nor disagree,Somewhat disagree,Somewhat agree,,,,100,100,"broken,dangerous,sad,ignorant","greed,corruption,obesity,injustice","capitalist,politics,constitution,people","land,eagle,life,work","diverse,beautiful,innovative,strong","openness,independence,justice,opportunity",100,100,71,40,Somewhat agree,Strongly disagree,,,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,Some of the time,"broken,angry,expensive,ignorant","greed,obesity,violence,drugs","capitalist,politics,constitution,people","land,eagle,president,life","beautiful,powerful,proud,strong","bravery,independence,justice,opportunity","broken,angry,unfair,ignorant","oppression,corruption,violence,injustice","capitalist,politics,constitution,people","mountain,land,coast,eagle","wealthy,diverse,innovative,strong","bravery,openness,independence,opportunity","unequal,angry,unfair,ignorant","racism,oppression,corruption,injustice","politics,state,people,military","coast,city,president,life","wealthy,diverse,innovative,proud","family,openness,leader,opportunity","Yes, you may use my data",Democrat,lowOGOCD
Republican,R,5,77,29,Somewhat agree,Strongly disagree,Strongly agree,,,,90,85,"unequal,unfair,expensive,ignorant","greed,obesity,violence,drugs","capitalist,politics,constitution,military","mountain,land,coast,eagle","wealthy,beautiful,innovative,powerful","family,independence,safety,opportunity",90,86,82,33,Somewhat agree,Strongly disagree,,,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,Rarely,"angry,dangerous,sad,expensive","corruption,obesity,violence,drugs","capitalist,constitution,people,military","mountain,land,eagle,life","wealthy,innovative,proud,strong","family,justice,safety,opportunity","unequal,angry,unfair,dangerous","greed,obesity,violence,drugs","capitalist,constitution,people,military","mountain,eagle,life,work","wealthy,diverse,proud,strong","family,openness,independence,safety","unequal,broken,unfair,expensive","racism,oppression,corruption,injustice","capitalist,constitution,people,military","mountain,land,president,work","diverse,beautiful,proud,strong","bravery,openness,safety,opportunity","Yes, you may use my data",Democrat,lowICD
Republican,R,5,96,8,Strongly agree,Strongly agree,Strongly agree,,,,100,91,"broken,unfair,dangerous,ignorant","greed,racism,violence,drugs","capitalist,constitution,people,military","land,eagle,life,work","innovative,powerful,proud,strong","bravery,independence,leader,opportunity",100,87,83,3,Strongly agree,Strongly disagree,,,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,A great deal,Some of the time,"broken,angry,dangerous,ignorant","greed,racism,violence,drugs","capitalist,constitution,people,military","land,city,life,work","innovative,powerful,proud,strong","bravery,family,independence,opportunity","broken,angry,dangerous,ignorant","greed,racism,corruption,violence","capitalist,politics,constitution,military","land,city,life,work","diverse,powerful,proud,strong","bravery,family,openness,independence","unequal,broken,unfair,dangerous","greed,racism,violence,injustice","politics,state,people,military","land,eagle,president,life","diverse,powerful,proud,strong","bravery,family,independence,leader","Yes, you may use my data",Democrat,highICD
Republican,R,5,100,20,Somewhat agree,Somewhat disagree,Strongly agree,,,,100,100,"broken,dangerous,sad,expensive","greed,corruption,violence,injustice","politics,constitution,people,military","land,president,life,work","beautiful,innovative,powerful,strong","family,independence,leader,opportunity",100,100,100,20,Somewhat agree,Somewhat disagree,,,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Extremely well,A great deal,Some of the time,"broken,angry,dangerous,sad","corruption,violence,injustice,drugs","politics,constitution,people,military","land,president,life,work","wealthy,innovative,powerful,strong","independence,justice,safety,opportunity","broken,dangerous,sad,expensive","greed,corruption,violence,drugs","politics,constitution,people,military","land,president,life,work","beautiful,innovative,powerful,proud","family,independence,leader,opportunity","unequal,broken,unfair,ignorant","racism,oppression,obesity,injustice","western,state,people,ocean","mountain,land,coast,life","wealthy,diverse,beautiful,happy","family,openness,justice,safety","Yes, you may use my data",Democrat,highOGOCD
